1;1
2;6
3;11
4;16
5;21
6;26
7;31
8;36
9;41
10;46
11;51
12;56
13;61
14;66
15;71
16;76
17;81
18;86
19;91
20;96
21;101
22;106
23;111
24;116
25;121
26;126
27;131
28;136
29;141
30;146
31;151
32;156
33;161
34;166
35;171
36;176
37;181
38;186
39;191
40;196
41;201
42;206
43;211
44;216
45;221
46;226
47;231
48;236
49;241
50;246
51;251
52;256
53;261
54;266
55;271
56;276
57;281
58;286
59;291
60;296
61;301
62;306
63;311
64;316
65;321
66;326
67;331
68;336
69;341
70;346
71;351
72;356
73;361
74;366
75;371
76;376
77;381
78;386
79;391
80;396
81;401
82;406
83;411
84;416
85;421
86;426
87;431
88;436
89;441
90;446
91;451
92;456
93;461
94;466
95;471
96;476
97;481
98;486
99;491
100;496
101;501
102;506
103;511
104;516
105;521
106;526
107;531
108;536
109;541
110;546
111;551
112;556
113;561
114;566
115;571
116;576
117;581
118;586
119;591
120;596
121;601
122;606
123;611
124;616
125;621
126;626
127;631
128;636
129;641
130;646
131;651
132;656
133;661
134;666
135;671
136;676
137;681
138;686
139;691
140;696
141;701
142;706
143;711
144;716
145;721
146;726
147;731
148;736
149;741
150;746
151;751
152;756
153;761
154;766
155;771
156;776
157;781
158;786
159;791
160;796
161;801
162;806
163;811
164;816
165;821
166;826
167;831
168;836
169;841
170;846
171;851
172;856
173;861
174;866
175;871
176;876
177;881
178;886
179;891
180;896
181;901
182;906
183;911
184;916
185;921
186;926
187;931
188;936
189;941
190;946
191;951
192;956
193;961
194;966
195;971
196;976
197;981
198;986
199;991
200;996
201;1001
202;1006
203;1011
204;1016
205;1021
206;1026
207;1031
208;1036
209;1041
210;1046
211;1051
212;1056
213;1061
214;1066
215;1071
216;1076
217;1081
218;1086
219;1091
220;1096
221;1101
222;1106
223;1111
224;1116
225;1121
226;1126
227;1131
228;1136
229;1141
230;1146
231;1151
232;1156
233;1161
234;1166
235;1171
236;1176
237;1181
238;1186
239;1191
240;1196
241;1201
242;1206
243;1211
244;1216
245;1221
246;1226
247;1231
248;1236
249;1241
250;1246
251;1251
252;1256
253;1261
254;1266
255;1271
256;1276
257;1281
258;1286
259;1291
260;1296
261;1301
262;1306
263;1311
264;1316
265;1321
266;1326
267;1331
268;1336
269;1341
270;1346
271;1351
272;1356
273;1361
274;1366
275;1371
276;1376
277;1381
278;1386
279;1391
280;1396
281;1401
282;1406
283;1411
284;1416
285;1421
286;1426
287;1431
288;1436
289;1441
290;1446
291;1451
292;1456
293;1461
294;1466
295;1471
296;1476
297;1481
298;1486
299;1491
300;1496
301;1501
302;1506
303;1511
304;1516
305;1521
306;1526
307;1531
308;1536
309;1541
310;1546
311;1551
312;1556
313;1561
314;1566
315;1571
316;1576
317;1581
318;1586
319;1591
320;1596
321;1601
322;1606
323;1611
324;1616
325;1621
326;1626
327;1631
328;1636
329;1641
330;1646
331;1651
332;1656
333;1661
334;1666
335;1671
336;1676
337;1681
338;1686
339;1691
340;1696
341;1701
342;1706
343;1711
344;1716
345;1721
346;1726
347;1731
348;1736
349;1741
350;1746
351;1751
352;1756
353;1761
354;1766
355;1771
356;1776
357;1781
358;1786
359;1791
360;1796
361;1801
362;1806
363;1811
364;1816
365;1821
366;1826
367;1831
368;1836
369;1841
370;1846
371;1851
372;1856
373;1861
374;1866
375;1871
376;1876
377;1881
378;1886
379;1891
380;1896
381;1901
382;1906
383;1911
384;1916
385;1921
386;1926
387;1931
388;1936
389;1941
390;1946
391;1951
392;1956
393;1961
394;1966
395;1971
396;1976
397;1981
398;1986
399;1991
400;1996
401;2001
402;2006
403;2011
404;2016
405;2021
406;2026
407;2031
408;2036
409;2041
410;2046
411;2051
412;2056
413;2061
414;2066
415;2071
416;2076
417;2081
418;2086
419;2091
420;2096
421;2101
422;2106
423;2111
424;2116
425;2121
426;2126
427;2131
428;2136
429;2141
430;2146
431;2151
432;2156
433;2161
434;2166
435;2171
436;2176
437;2181
438;2186
439;2191
440;2196
441;2201
442;2206
443;2211
444;2216
445;2221
446;2226
447;2231
448;2236
449;2241
450;2246
451;2251
452;2256
453;2261
454;2266
455;2271
456;2276
457;2281
458;2286
459;2291
460;2296
461;2301
462;2306
463;2311
464;2316
465;2321
466;2326
467;2331
468;2336
469;2341
470;2346
471;2351
472;2356
473;2361
474;2366
475;2371
476;2376
477;2381
478;2386
479;2391
480;2396
481;2401
482;2406
483;2411
484;2416
485;2421
486;2426
487;2431
488;2436
489;2441
490;2446
491;2451
492;2456
493;2461
494;2466
495;2471
496;2476
497;2481
498;2486
499;2491
500;2496
501;2501
502;2506
503;2511
504;2516
505;2521
506;2526
507;2531
508;2536
509;2541
510;2546
511;2551
512;2556
513;2561
514;2566
515;2571
516;2576
517;2581
518;2586
519;2591
520;2596
521;2601
522;2606
523;2611
524;2616
525;2621
526;2626
527;2631
528;2636
529;2641
530;2646
531;2651
532;2656
533;2661
534;2666
535;2671
536;2676
537;2681
538;2686
539;2691
540;2696
541;2701
542;2706
543;2711
544;2716
545;2721
546;2726
547;2731
548;2736
549;2741
550;2746
551;2751
552;2756
553;2761
554;2766
555;2771
556;2776
557;2781
558;2786
559;2791
560;2796
561;2801
562;2806
563;2811
564;2816
565;2821
566;2826
567;2831
568;2836
569;2841
570;2846
571;2851
572;2856
573;2861
574;2866
575;2871
576;2876
577;2881
578;2886
579;2891
580;2896
581;2901
582;2906
583;2911
584;2916
585;2921
586;2926
587;2931
588;2936
589;2941
590;2946
591;2951
592;2956
593;2961
594;2966
595;2971
596;2976
597;2981
598;2986
599;2991
600;2996
601;3001
602;3006
603;3011
604;3016
605;3021
606;3026
607;3031
608;3036
609;3041
610;3046
611;3051
612;3056
613;3061
614;3066
615;3071
616;3076
617;3081
618;3086
619;3091
620;3096
621;3101
622;3106
623;3111
624;3116
625;3121
626;3126
627;3131
628;3136
629;3141
630;3146
631;3151
632;3156
633;3161
634;3166
635;3171
636;3176
637;3181
638;3186
639;3191
640;3196
641;3201
642;3206
643;3211
644;3216
645;3221
646;3226
647;3231
648;3236
649;3241
650;3246
651;3251
652;3256
653;3261
654;3266
655;3271
656;3276
657;3281
658;3286
659;3291
660;3296
661;3301
662;3306
663;3311
664;3316
665;3321
666;3326
667;3331
668;3336
669;3341
670;3346
671;3351
672;3356
673;3361
674;3366
675;3371
676;3376
677;3381
678;3386
679;3391
680;3396
681;3401
682;3406
683;3411
684;3416
685;3421
686;3426
687;3431
688;3436
689;3441
690;3446
691;3451
692;3456
693;3461
694;3466
695;3471
696;3476
697;3481
698;3486
699;3491
700;3496
701;3501
702;3506
703;3511
704;3516
705;3521
706;3526
707;3531
708;3536
709;3541
710;3546
711;3551
712;3556
713;3561
714;3566
715;3571
716;3576
717;3581
718;3586
719;3591
720;3596
721;3601
722;3606
723;3611
724;3616
725;3621
726;3626
727;3631
728;3636
729;3641
730;3646
731;3651
732;3656
733;3661
734;3666
735;3671
736;3676
737;3681
738;3686
739;3691
740;3696
741;3701
742;3706
743;3711
744;3716
745;3721
746;3726
747;3731
748;3736
749;3741
750;3746
751;3751
752;3756
753;3761
754;3766
755;3771
756;3776
757;3781
758;3786
759;3791
760;3796
761;3801
762;3806
763;3811
764;3816
765;3821
766;3826
767;3831
768;3836
769;3841
770;3846
771;3851
772;3856
773;3861
774;3866
775;3871
776;3876
777;3881
778;3886
779;3891
780;3896
781;3901
782;3906
783;3911
784;3916
785;3921
786;3926
787;3931
788;3936
789;3941
790;3946
791;3951
792;3956
793;3961
794;3966
795;3971
796;3976
797;3981
798;3986
799;3991
800;3996
801;4001
802;4006
803;4011
804;4016
805;4021
806;4026
807;4031
808;4036
809;4041
810;4046
811;4051
812;4056
813;4061
814;4066
815;4071
816;4076
817;4081
818;4086
819;4091
820;4096
821;4101
822;4106
823;4111
824;4116
825;4121
826;4126
827;4131
828;4136
829;4141
830;4146
831;4151
832;4156
833;4161
834;4166
835;4171
836;4176
837;4181
838;4186
839;4191
840;4196
841;4201
842;4206
843;4211
844;4216
845;4221
846;4226
847;4231
848;4236
849;4241
850;4246
851;4251
852;4256
853;4261
854;4266
855;4271
856;4276
857;4281
858;4286
859;4291
860;4296
861;4301
862;4306
863;4311
864;4316
865;4321
866;4326
867;4331
868;4336
869;4341
870;4346
871;4351
872;4356
873;4361
874;4366
875;4371
876;4376
877;4381
878;4386
879;4391
880;4396
881;4401
882;4406
883;4411
884;4416
885;4421
886;4426
887;4431
888;4436
889;4441
890;4446
891;4451
892;4456
893;4461
894;4466
895;4471
896;4476
897;4481
898;4486
899;4491
900;4496
901;4501
902;4506
903;4511
904;4516
905;4521
906;4526
907;4531
908;4536
909;4541
910;4546
911;4551
912;4556
913;4561
914;4566
915;4571
916;4576
917;4581
918;4586
919;4591
920;4596
921;4601
922;4606
923;4611
924;4616
925;4621
926;4626
927;4631
928;4636
929;4641
930;4646
931;4651
932;4656
933;4661
934;4666
935;4671
936;4676
937;4681
938;4686
939;4691
940;4696
941;4701
942;4706
943;4711
944;4716
945;4721
946;4726
947;4731
948;4736
949;4741
950;4746
951;4751
952;4756
953;4761
954;4766
955;4771
956;4776
957;4781
958;4786
959;4791
960;4796
961;4801
962;4806
963;4811
964;4816
965;4821
966;4826
967;4831
968;4836
969;4841
970;4846
971;4851
972;4856
973;4861
974;4866
975;4871
976;4876
977;4881
978;4886
979;4891
980;4896
981;4901
982;4906
983;4911
984;4916
985;4921
986;4926
987;4931
988;4936
989;4941
990;4946
991;4951
992;4956
993;4961
994;4966
995;4971
996;4976
997;4981
998;4986
999;4991
1000;4996
1;1
2;6
3;11
4;16
5;21
6;26
7;31
8;36
9;41
10;46
11;51
12;56
13;61
14;66
15;71
16;76
17;81
18;86
19;91
20;96
21;101
22;106
23;111
24;116
25;121
26;126
27;131
28;136
29;141
30;146
31;151
32;156
33;161
34;166
35;171
36;176
37;181
38;186
39;191
40;196
41;201
42;206
43;211
44;216
45;221
46;226
47;231
48;236
49;241
50;246
51;251
52;256
53;261
54;266
55;271
56;276
57;281
58;286
59;291
60;296
61;301
62;306
63;311
64;316
65;321
66;326
67;331
68;336
69;341
70;346
71;351
72;356
73;361
74;366
75;371
76;376
77;381
78;386
79;391
80;396
81;401
82;406
83;411
84;416
85;421
86;426
87;431
88;436
89;441
90;446
91;451
92;456
93;461
94;466
95;471
96;476
97;481
98;486
99;491
100;496
101;501
102;506
103;511
104;516
105;521
106;526
107;531
108;536
109;541
110;546
111;551
112;556
113;561
114;566
115;571
116;576
117;581
118;586
119;591
120;596
121;601
122;606
123;611
124;616
125;621
126;626
127;631
128;636
129;641
130;646
131;651
132;656
133;661
134;666
135;671
136;676
137;681
138;686
139;691
140;696
141;701
142;706
143;711
144;716
145;721
146;726
147;731
148;736
149;741
150;746
151;751
152;756
153;761
154;766
155;771
156;776
157;781
158;786
159;791
160;796
161;801
162;806
163;811
164;816
165;821
166;826
167;831
168;836
169;841
170;846
171;851
172;856
173;861
174;866
175;871
176;876
177;881
178;886
179;891
180;896
181;901
182;906
183;911
184;916
185;921
186;926
187;931
188;936
189;941
190;946
191;951
192;956
193;961
194;966
195;971
196;976
197;981
198;986
199;991
200;996
201;1001
202;1006
203;1011
204;1016
205;1021
206;1026
207;1031
208;1036
209;1041
210;1046
211;1051
212;1056
213;1061
214;1066
215;1071
216;1076
217;1081
218;1086
219;1091
220;1096
221;1101
222;1106
223;1111
224;1116
225;1121
226;1126
227;1131
228;1136
229;1141
230;1146
231;1151
232;1156
233;1161
234;1166
235;1171
236;1176
237;1181
238;1186
239;1191
240;1196
241;1201
242;1206
243;1211
244;1216
245;1221
246;1226
247;1231
248;1236
249;1241
250;1246
251;1251
252;1256
253;1261
254;1266
255;1271
256;1276
257;1281
258;1286
259;1291
260;1296
261;1301
262;1306
263;1311
264;1316
265;1321
266;1326
267;1331
268;1336
269;1341
270;1346
271;1351
272;1356
273;1361
274;1366
275;1371
276;1376
277;1381
278;1386
279;1391
280;1396
281;1401
282;1406
283;1411
284;1416
285;1421
286;1426
287;1431
288;1436
289;1441
290;1446
291;1451
292;1456
293;1461
294;1466
295;1471
296;1476
297;1481
298;1486
299;1491
300;1496
301;1501
302;1506
303;1511
304;1516
305;1521
306;1526
307;1531
308;1536
309;1541
310;1546
311;1551
312;1556
313;1561
314;1566
315;1571
316;1576
317;1581
318;1586
319;1591
320;1596
321;1601
322;1606
323;1611
324;1616
325;1621
326;1626
327;1631
328;1636
329;1641
330;1646
331;1651
332;1656
333;1661
334;1666
335;1671
336;1676
337;1681
338;1686
339;1691
340;1696
341;1701
342;1706
343;1711
344;1716
345;1721
346;1726
347;1731
348;1736
349;1741
350;1746
351;1751
352;1756
353;1761
354;1766
355;1771
356;1776
357;1781
358;1786
359;1791
360;1796
361;1801
362;1806
363;1811
364;1816
365;1821
366;1826
367;1831
368;1836
369;1841
370;1846
371;1851
372;1856
373;1861
374;1866
375;1871
376;1876
377;1881
378;1886
379;1891
380;1896
381;1901
382;1906
383;1911
384;1916
385;1921
386;1926
387;1931
388;1936
389;1941
390;1946
391;1951
392;1956
393;1961
394;1966
395;1971
396;1976
397;1981
398;1986
399;1991
400;1996
401;2001
402;2006
403;2011
404;2016
405;2021
406;2026
407;2031
408;2036
409;2041
410;2046
411;2051
412;2056
413;2061
414;2066
415;2071
416;2076
417;2081
418;2086
419;2091
420;2096
421;2101
422;2106
423;2111
424;2116
425;2121
426;2126
427;2131
428;2136
429;2141
430;2146
431;2151
432;2156
433;2161
434;2166
435;2171
436;2176
437;2181
438;2186
439;2191
440;2196
441;2201
442;2206
443;2211
444;2216
445;2221
446;2226
447;2231
448;2236
449;2241
450;2246
451;2251
452;2256
453;2261
454;2266
455;2271
456;2276
457;2281
458;2286
459;2291
460;2296
461;2301
462;2306
463;2311
464;2316
465;2321
466;2326
467;2331
468;2336
469;2341
470;2346
471;2351
472;2356
473;2361
474;2366
475;2371
476;2376
477;2381
478;2386
479;2391
480;2396
481;2401
482;2406
483;2411
484;2416
485;2421
486;2426
487;2431
488;2436
489;2441
490;2446
491;2451
492;2456
493;2461
494;2466
495;2471
496;2476
497;2481
498;2486
499;2491
500;2496
501;2501
502;2506
503;2511
504;2516
505;2521
506;2526
507;2531
508;2536
509;2541
510;2546
511;2551
512;2556
513;2561
514;2566
515;2571
516;2576
517;2581
518;2586
519;2591
520;2596
521;2601
522;2606
523;2611
524;2616
525;2621
526;2626
527;2631
528;2636
529;2641
530;2646
531;2651
532;2656
533;2661
534;2666
535;2671
536;2676
537;2681
538;2686
539;2691
540;2696
541;2701
542;2706
543;2711
544;2716
545;2721
546;2726
547;2731
548;2736
549;2741
550;2746
551;2751
552;2756
553;2761
554;2766
555;2771
556;2776
557;2781
558;2786
559;2791
560;2796
561;2801
562;2806
563;2811
564;2816
565;2821
566;2826
567;2831
568;2836
569;2841
570;2846
571;2851
572;2856
573;2861
574;2866
575;2871
576;2876
577;2881
578;2886
579;2891
580;2896
581;2901
582;2906
583;2911
584;2916
585;2921
586;2926
587;2931
588;2936
589;2941
590;2946
591;2951
592;2956
593;2961
594;2966
595;2971
596;2976
597;2981
598;2986
599;2991
600;2996
601;3001
602;3006
603;3011
604;3016
605;3021
606;3026
607;3031
608;3036
609;3041
610;3046
611;3051
612;3056
613;3061
614;3066
615;3071
616;3076
617;3081
618;3086
619;3091
620;3096
621;3101
622;3106
623;3111
624;3116
625;3121
626;3126
627;3131
628;3136
629;3141
630;3146
631;3151
632;3156
633;3161
634;3166
635;3171
636;3176
637;3181
638;3186
639;3191
640;3196
641;3201
642;3206
643;3211
644;3216
645;3221
646;3226
647;3231
648;3236
649;3241
650;3246
651;3251
652;3256
653;3261
654;3266
655;3271
656;3276
657;3281
658;3286
659;3291
660;3296
661;3301
662;3306
663;3311
664;3316
665;3321
666;3326
667;3331
668;3336
669;3341
670;3346
671;3351
672;3356
673;3361
674;3366
675;3371
676;3376
677;3381
678;3386
679;3391
680;3396
681;3401
682;3406
683;3411
684;3416
685;3421
686;3426
687;3431
688;3436
689;3441
690;3446
691;3451
692;3456
693;3461
694;3466
695;3471
696;3476
